x__TimeStamp,PLC1_AI_PT_LINEA,PLC1_AI_PT_TURBINA,PLC1_AI_POT_ATTIVA,PLC1_AI_FT_PORT_IST,PLC1_AI_COSPHI,PLC1_AI_LT_BACINO
03/05/2023 12:15:00,"1,3642","0,0498","0,0000","0,0021","0,0000","0,1878"
03/05/2023 12:30:00,"1,3641","0,0493","0,0000","0,0020","0,0000","0,1884"
03/05/2023 12:45:00,"1,3640","0,0492","0,0000","0,0022","0,0000","0,1882"
03/05/2023 13:00:00,"1,3635","0,0498","0,0000","0,0022","0,0000","0,1851"
03/05/2023 13:15:00,"1,3632","0,0492","0,0000","0,0022","0,0000","0,1854"
03/05/2023 13:30:00,"1,3640","0,0485","0,0000","0,0022","0,0000","0,1890"
03/05/2023 13:45:00,"1,3637","0,0499","0,0000","0,0023","0,0000","0,1866"
03/05/2023 14:00:00,"1,3629","0,0500","0,0000","0,0024","0,0000","0,1837"
03/05/2023 14:15:00,"1,3628","0,0508","0,0000","0,0024","0,0000","0,1834"
03/05/2023 14:30:00,"1,3626","0,0506","0,0000","0,0025","0,0000","0,1830"
03/05/2023 14:45:00,"1,3631","0,0502","0,0000","0,0024","0,0000","0,1839"
03/05/2023 15:00:00,"1,3632","0,0501","0,0000","0,0024","0,0000","0,1826"
03/05/2023 15:15:00,"1,3636","0,0489","0,0000","0,0026","0,0000","0,1856"
03/05/2023 15:30:00,"1,3637","0,0491","0,0000","0,0025","0,0000","0,1843"
03/05/2023 15:45:00,"1,3641","0,0496","0,0000","0,0026","0,0000","0,1853"
03/05/2023 16:00:00,"1,3638","0,0491","0,0000","0,0026","0,0000","0,1833"
03/05/2023 16:15:00,"1,3637","0,0501","0,0000","0,0027","0,0000","0,1860"
03/05/2023 16:30:00,"1,3641","0,0490","0,0000","0,0027","0,0000","0,1838"
03/05/2023 16:45:00,"1,3640","0,0490","0,0000","0,0027","0,0000","0,1846"
03/05/2023 17:00:00,"1,3632","0,0496","0,0000","0,0028","0,0000","0,1831"
